Proveedor,Requisicion,Orden_Compra,Descripción ,Cantidad_material,Precio_Total,Fecha_compra,Fecha_estimada_entrega,Dias_acordados_entrega,Fecha_entrega,Tiempo_retraso,Status_Cumplimiento
MERCADO LIBRE,2979,2737,CABLE HDMI 10 METROS FULL HD 1080P,5,$440,2025-10-08 00:00:00,2025-10-11 00:00:00,3,2025-10-09 00:00:00,-2,Cumplio
MERCADO LIBRE,2996,2745,BOMBA DE VACIO MANUAL FRENOS PURGADOR MANOMETRO KIT AUTO MOTO,2,$477,2025-10-22 00:00:00,2025-10-25 00:00:00,3,2025-10-23 00:00:00,-2,Cumplio
"MISTER TORNILLO, S. A. DE C.V.",2411,2176,BROCA ESCALONADA DE 3/16 A 7/8,3,$615,2024-04-04 00:00:00,2024-04-07 00:00:00,3,2024-04-10 00:00:00,3,Retraso
"MISTER TORNILLO, S. A. DE C.V.",2528,2287,REMACHADORA PROFESIONAL,2,$774,2024-06-27 00:00:00,2024-06-30 00:00:00,3,2024-07-01 00:00:00,1,Retraso
"MISTER TORNILLO, S. A. DE C.V.",2528,2287,REMACHE,217,$774,2024-06-27 00:00:00,2024-06-30 00:00:00,3,2024-07-01 00:00:00,1,Retraso
"MISTER TORNILLO, S. A. DE C.V.",2966,2713,RONDANA DE PRESIÓN MILIMETRICA 8,50,$800,2025-09-09 00:00:00,2025-09-12 00:00:00,3,2025-09-09 00:00:00,-3,Cumplio
"MISTER TORNILLO, S. A. DE C.V.",2966,2713,RONDANA PLANA MILIMETRICA 8,50,$800,2025-09-09 00:00:00,2025-09-12 00:00:00,3,2025-09-09 00:00:00,-3,Cumplio
"MISTER TORNILLO, S. A. DE C.V.",2966,2713,TORNILLO ALLEN CAB. CILINDRICA MILIMETRICO 8* 55,50,$800,2025-09-09 00:00:00,2025-09-12 00:00:00,3,2025-09-09 00:00:00,-3,Cumplio
"MISTER TORNILLO, S. A. DE C.V.",2966,2713,TUERCA REMACHABLE MILIMETRICA 8,50,$800,2025-09-09 00:00:00,2025-09-12 00:00:00,3,2025-09-09 00:00:00,-3,Cumplio
"MISTER TORNILLO, S. A. DE C.V.",2991,2738,BROCA P/CONCRETO 1/4,3,$720,2025-10-14 00:00:00,2025-10-17 00:00:00,3,2025-10-14 00:00:00,-3,Cumplio
"MISTER TORNILLO, S. A. DE C.V.",2991,2738,BROCA P/CONCRETO 3/8,3,$720,2025-10-14 00:00:00,2025-10-17 00:00:00,3,2025-10-14 00:00:00,-3,Cumplio
"MISTER TORNILLO, S. A. DE C.V.",2991,2738,BROCA P/CONCRETO 5/8,3,$720,2025-10-14 00:00:00,2025-10-17 00:00:00,3,2025-10-14 00:00:00,-3,Cumplio
PATO BAEZA SA DE CV,2568,2322,CONECTOR REDONDO POLARIZADO,44,$6010,2024-07-31 00:00:00,2024-08-03 00:00:00,3,2024-08-01 00:00:00,-2,Cumplio
"PILLAR MEXICANA, S.A. DE C.V.",2336,2103,VARIADOR GA500 DE PAR CONSTANTE,2,$926,2024-02-19 00:00:00,2024-02-22 00:00:00,3,2024-02-20 00:00:00,-2,Cumplio
POLIFORMAS PLASTICAS SA. DE CV.,2905,2651,CAUCHO DE SILICON P-48 (CONTENIDO 1 KG),2,$641,2025-07-21 00:00:00,2025-07-24 00:00:00,3,2025-07-21 00:00:00,-3,Cumplio
POLIFORMAS PLASTICAS SA. DE CV.,2905,2651,DILUYENTE SILICON,1,$641,2025-07-21 00:00:00,2025-07-24 00:00:00,3,2025-07-21 00:00:00,-3,Cumplio
STEREN S.A DE C.V,3026,2774,GRASA DISIPADORA DE CALOR,2,$1536,2025-11-25 00:00:00,2025-11-28 00:00:00,3,2025-11-25 00:00:00,-3,Cumplio
STEREN S.A DE C.V,3026,2774,PASTA PARA SOLDAR,3,$1536,2025-11-25 00:00:00,2025-11-28 00:00:00,3,2025-11-25 00:00:00,-3,Cumplio
STEREN S.A DE C.V,3026,2774,PUNTAS PARA CAUTIN CAU-190,5,$1536,2025-11-25 00:00:00,2025-11-28 00:00:00,3,2025-11-25 00:00:00,-3,Cumplio
STEREN S.A DE C.V,3026,2774,VENTILADOR 6 117VCA METALICO,4,$1536,2025-11-25 00:00:00,2025-11-28 00:00:00,3,2025-11-25 00:00:00,-3,Cumplio
SYSCOM S.A. DE CV,2418,2183,ADAPTADOR DE PARED DE 12 VCC 3A,8,$1232,2024-04-09 00:00:00,2024-04-12 00:00:00,3,2024-04-10 00:00:00,-2,Cumplio
SYSCOM S.A. DE CV,2456,2217,ELIMINADOR DE VOLTAJE 12V,28,$2825,2024-04-26 00:00:00,2024-04-29 00:00:00,3,2024-04-29 00:00:00,0,Cumplio
SYSCOM S.A. DE CV,2456,2217,LAZO MAGN.P/BARRERA VEHIC. 4MTS,3,$2825,2024-04-26 00:00:00,2024-04-29 00:00:00,3,2024-04-29 00:00:00,0,Cumplio
SYSCOM S.A. DE CV,2456,2217,SENSOR D/MASA 1 CANAL/24VOLTS,2,$2825,2024-04-26 00:00:00,2024-04-29 00:00:00,3,2024-04-29 00:00:00,0,Cumplio
SYSCOM S.A. DE CV,2685,2435,CONVERTIDOR DE MEDIOS 10/100/1000BASE-SX (SC) 220M/550M PLANET,2,$6286,2024-10-28 00:00:00,2024-10-31 00:00:00,3,2024-10-30 00:00:00,-1,Cumplio
SYSCOM S.A. DE CV,2685,2435,CONVERTIDOR DE MEDIOS 10/100/1000BASE-SX (SC) 220M/550M PLANET,3,$6286,2024-10-28 00:00:00,2024-10-31 00:00:00,3,2024-10-31 00:00:00,0,Cumplio
SYSCOM S.A. DE CV,2993,2739,"CHAROLA P/RACK D 19 IN 34 CM, 1U",2,$3,2025-10-16 00:00:00,2025-10-19 00:00:00,3,2025-10-16 00:00:00,-3,Cumplio
UNIT ELECTRONICS,2358,2123,AMPLIFICADOR PRESICIÓN AD620AN,32,$4617,2024-02-27 00:00:00,2024-03-01 00:00:00,3,2024-02-27 00:00:00,-3,Cumplio
UNIT ELECTRONICS,2358,2123,AMP-OP ENTRADA BI-FET DOBLE TL 082CP,40,$4617,2024-02-27 00:00:00,2024-03-01 00:00:00,3,2024-02-27 00:00:00,-3,Cumplio
UNIT ELECTRONICS,2358,2123,CAPACITOR CERÁMICO 15P,144,$4617,2024-02-27 00:00:00,2024-03-01 00:00:00,3,2024-02-27 00:00:00,-3,Cumplio
UNIT ELECTRONICS,2358,2123,CI CMOS DE COMPUERTAS,20,$4617,2024-02-27 00:00:00,2024-03-01 00:00:00,3,2024-02-27 00:00:00,-3,Cumplio
UNIT ELECTRONICS,2358,2123,CI INTERFACE RS-232 C/CONVERT VOLT.,75,$4617,2024-02-27 00:00:00,2024-03-01 00:00:00,3,2024-02-27 00:00:00,-3,Cumplio
UNIT ELECTRONICS,2358,2123,LED BICOLOR 5MM,25,$4617,2024-02-27 00:00:00,2024-03-01 00:00:00,3,2024-02-27 00:00:00,-3,Cumplio
UNIT ELECTRONICS,2358,2123,REGULADOR DE VOLTAJE 7805,62,$4617,2024-02-27 00:00:00,2024-03-01 00:00:00,3,2024-02-27 00:00:00,-3,Cumplio
UNIT ELECTRONICS,2396,2159,ESP32 DEVKITC V4 ESP32 WROOM 32D Y 32U-ESP32 DEVKITC 32D,5,$1595,2024-03-20 00:00:00,2024-03-23 00:00:00,3,2024-03-26 00:00:00,3,Retraso
UNIT ELECTRONICS,2396,2159,NANO 3.0 CON CABLE / SIN CABLE/ SHIELD COMPATINLE CON ARDUINO SIN CABLE,10,$1595,2024-03-20 00:00:00,2024-03-23 00:00:00,3,2024-03-26 00:00:00,3,Retraso
"INGRAM MICRO MÉXICO, S.A. DE C.V.",2324,2092,DISCO ESTADO SOLIDO SSD 480GB SATA 3.0 A400PCLAP,6,$2760,2024-02-07 00:00:00,2024-02-11 00:00:00,4,2024-02-08 00:00:00,-3,Cumplio
"INGRAM MICRO MÉXICO, S.A. DE C.V.",2324,2092,MEMORIA RAM 8GB SODIMM DDR3 1600 MZ 1.35V,1,$2760,2024-02-07 00:00:00,2024-02-11 00:00:00,4,2024-02-08 00:00:00,-3,Cumplio
"PILLAR MEXICANA, S.A. DE C.V.",2361,2124,VARIADOR GA500 MONOFASICO,3,$590,2024-02-27 00:00:00,2024-03-02 00:00:00,4,2024-02-28 00:00:00,-3,Cumplio
ABASTEO,2819,2561,"MONITOR AOC 24B30H2 LED 23.8"", 1920X1080 FULL HD",3,$35617,2025-04-09 00:00:00,2025-04-14 00:00:00,5,2025-04-10 00:00:00,-4,Cumplio
ABASTEO,2819,2561,"MONITOR AOC 24B30H2 LED 23.8"", 1920X1080 FULL HD",16,$71234,2025-04-09 00:00:00,2025-04-14 00:00:00,5,2025-04-14 00:00:00,0,Cumplio
ABASTEO,2819,2561,SCANNER HP SCANJET PRO 2000,2,$35617,2025-04-09 00:00:00,2025-04-14 00:00:00,5,2025-04-14 00:00:00,0,Cumplio
ABASTEO,2819,2561,"TV SMART QLED 75QD6N 75"", 4K ULTRA HD",1,$35617,2025-04-09 00:00:00,2025-04-14 00:00:00,5,2025-04-14 00:00:00,0,Cumplio
AG ELECTRONICA,2359,2126,CAPACITOR ELECTROLITICO 4700MF 25V,25,$11844,2024-02-27 00:00:00,2024-03-03 00:00:00,5,2024-02-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2359,2126,CAPACITOR MONOLÍTICO,1147,$11844,2024-02-27 00:00:00,2024-03-03 00:00:00,5,2024-02-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2359,2126,DB9 HEMBRA C.I.,25,$11844,2024-02-27 00:00:00,2024-03-03 00:00:00,5,2024-02-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2359,2126,DIODO ZENER 5V 1/2W,64,$11844,2024-02-27 00:00:00,2024-03-03 00:00:00,5,2024-02-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2359,2126,LED DIP 3MM ROJO DIFUSO,91,$11844,2024-02-27 00:00:00,2024-03-03 00:00:00,5,2024-02-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2359,2126,OPTOACOPLADOR  CON SALIDA TRIAC MOC3011M,21,$11844,2024-02-27 00:00:00,2024-03-03 00:00:00,5,2024-02-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2359,2126,OPTOACOPLADOR NPN 4N30,238,$11844,2024-02-27 00:00:00,2024-03-03 00:00:00,5,2024-02-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2359,2126,OPTOACOPLADOR SALIDA TRIAC CRUCE 0   MOC 3063M,113,$11844,2024-02-27 00:00:00,2024-03-03 00:00:00,5,2024-02-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2359,2126,PUENTE DIODOS 2AMP,64,$11844,2024-02-27 00:00:00,2024-03-03 00:00:00,5,2024-02-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2359,2126,PUENTE RECTIFICADOR 800V,34,$11844,2024-02-27 00:00:00,2024-03-03 00:00:00,5,2024-02-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2359,2126,REGISTRO DE CORRIMIENTO 8 BIT  HD74LS164P,30,$11844,2024-02-27 00:00:00,2024-03-03 00:00:00,5,2024-02-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2359,2126,REGULADOR DE VOLTAJE LM317T,23,$11844,2024-02-27 00:00:00,2024-03-03 00:00:00,5,2024-02-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2359,2126,RESISTENCIA DE CARBON 68KOHMS 1W,57,$11844,2024-02-27 00:00:00,2024-03-03 00:00:00,5,2024-02-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2359,2126,SENSOR DE TEMPERATURA LM35DZ,46,$11844,2024-02-27 00:00:00,2024-03-03 00:00:00,5,2024-02-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2359,2126,TIRA DE PINES DOBLES,14,$11844,2024-02-27 00:00:00,2024-03-03 00:00:00,5,2024-02-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2359,2126,TIRA FLEXIBLE 300 LEDS 5050 BLANCO PURO EXTERIOR,5,$11844,2024-02-27 00:00:00,2024-03-03 00:00:00,5,2024-02-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2359,2126,TRANSFORMADOR P /FUENTE 12V/1.2A TAP CENTRAL,10,$11844,2024-02-27 00:00:00,2024-03-03 00:00:00,5,2024-02-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2359,2126,TRANSISTOR A564A;,240,$11844,2024-02-27 00:00:00,2024-03-03 00:00:00,5,2024-02-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2359,2126,TRIAC POTENCIA 40 AMP,34,$11844,2024-02-27 00:00:00,2024-03-03 00:00:00,5,2024-02-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2359,2126,TRIMPOT CUADRADO DE 20 VUELTAS 100E,26,$11844,2024-02-27 00:00:00,2024-03-03 00:00:00,5,2024-02-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2544,2302,BUJE PARA TRANSISTOR TO--3,32,$2803,2024-07-11 00:00:00,2024-07-16 00:00:00,5,2024-07-12 00:00:00,-4,Cumplio
AG ELECTRONICA,2544,2302,CONECTOR CABLE PLANO 16 PINES,16,$2803,2024-07-11 00:00:00,2024-07-16 00:00:00,5,2024-07-12 00:00:00,-4,Cumplio
AG ELECTRONICA,2544,2302,HEX INVERSOR SCHMITT TRIGGER SN74LS14N,23,$2803,2024-07-11 00:00:00,2024-07-16 00:00:00,5,2024-07-12 00:00:00,-4,Cumplio
AG ELECTRONICA,2544,2302,LED  EMISOR,16,$2803,2024-07-11 00:00:00,2024-07-16 00:00:00,5,2024-07-12 00:00:00,-4,Cumplio
AG ELECTRONICA,2544,2302,MICA  P/TRANSISTOR TO-3P,36,$2803,2024-07-11 00:00:00,2024-07-16 00:00:00,5,2024-07-12 00:00:00,-4,Cumplio
AG ELECTRONICA,2544,2302,PUENTE RECTIFICADOR 800V,37,$2803,2024-07-11 00:00:00,2024-07-16 00:00:00,5,2024-07-12 00:00:00,-4,Cumplio
AG ELECTRONICA,2544,2302,REGULADOR DE VOLTAJE LM317T,44,$2803,2024-07-11 00:00:00,2024-07-16 00:00:00,5,2024-07-12 00:00:00,-4,Cumplio
AG ELECTRONICA,2544,2302,RESISTENCIA 2.7K SURFACE,28,$2803,2024-07-11 00:00:00,2024-07-16 00:00:00,5,2024-07-12 00:00:00,-4,Cumplio
AG ELECTRONICA,2544,2302,SENSOR ULTRASONIDO,10,$2803,2024-07-11 00:00:00,2024-07-16 00:00:00,5,2024-07-12 00:00:00,-4,Cumplio
AG ELECTRONICA,2544,2302,TRIAC 500V 4A BT 134-500E,30,$2803,2024-07-11 00:00:00,2024-07-16 00:00:00,5,2024-07-12 00:00:00,-4,Cumplio
AG ELECTRONICA,2544,2302,TRIAC POTENCIA 40 AMP,37,$2803,2024-07-11 00:00:00,2024-07-16 00:00:00,5,2024-07-12 00:00:00,-4,Cumplio
AG ELECTRONICA,2544,2302,TRIMPOT RECTANGULAR 15 VUELTAS 2K SUNTAN,23,$2803,2024-07-11 00:00:00,2024-07-16 00:00:00,5,2024-07-12 00:00:00,-4,Cumplio
AG ELECTRONICA,2794,2536,AMPLIFICADOR TL084CN,17,$6438,2025-03-27 00:00:00,2025-04-01 00:00:00,5,2025-03-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2794,2536,BUJE PARA TRANSISTOR TO--3,29,$6438,2025-03-27 00:00:00,2025-04-01 00:00:00,5,2025-03-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2794,2536,CAPACITOR ELECTROLITICO 1MF 63V,34,$6438,2025-03-27 00:00:00,2025-04-01 00:00:00,5,2025-03-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2794,2536,CAPACITOR ELECTROLITICO 4700MF 25V,16,$6438,2025-03-27 00:00:00,2025-04-01 00:00:00,5,2025-03-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2794,2536,CAPACITOR POLIESTER 0.1UF 250V,23,$6438,2025-03-27 00:00:00,2025-04-01 00:00:00,5,2025-03-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2794,2536,CONECTOR CABLE PLANO 16 PINES,21,$6438,2025-03-27 00:00:00,2025-04-01 00:00:00,5,2025-03-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2794,2536,CRISTAL CUARZO MINI 20 MHZ.,24,$6438,2025-03-27 00:00:00,2025-04-01 00:00:00,5,2025-03-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2794,2536,DIODO RECTIFICADOR 1N4007,54,$6438,2025-03-27 00:00:00,2025-04-01 00:00:00,5,2025-03-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2794,2536,DIODO ZENER 5V 1/2W,42,$6438,2025-03-27 00:00:00,2025-04-01 00:00:00,5,2025-03-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2794,2536,MICA  P/TRANSISTOR TO-3P,30,$6438,2025-03-27 00:00:00,2025-04-01 00:00:00,5,2025-03-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2794,2536,MICROCONTROLADOR PIC16F887-I/P,37,$6438,2025-03-27 00:00:00,2025-04-01 00:00:00,5,2025-03-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2794,2536,OPTOACOPLADOR NPN 4N30,37,$6438,2025-03-27 00:00:00,2025-04-01 00:00:00,5,2025-03-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2794,2536,OPTOACOPLADOR SALIDA TRIAC CRUCE 0   MOC 3063M,38,$6438,2025-03-27 00:00:00,2025-04-01 00:00:00,5,2025-03-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2794,2536,PUENTE DIODOS 2AMP,29,$6438,2025-03-27 00:00:00,2025-04-01 00:00:00,5,2025-03-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2794,2536,PUENTE RECTIFICADOR 800V,22,$6438,2025-03-27 00:00:00,2025-04-01 00:00:00,5,2025-03-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2794,2536,REGULADOR DE VOLTAJE LM317T,24,$6438,2025-03-27 00:00:00,2025-04-01 00:00:00,5,2025-03-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2794,2536,RELEVADOR 5V 1P2T,23,$6438,2025-03-27 00:00:00,2025-04-01 00:00:00,5,2025-03-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2794,2536,RESISTENCIA DE CARBON 68KOHMS 1W,51,$6438,2025-03-27 00:00:00,2025-04-01 00:00:00,5,2025-03-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2794,2536,RESISTENCIA PRESICION 499OHM,103,$6438,2025-03-27 00:00:00,2025-04-01 00:00:00,5,2025-03-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2794,2536,RESISTENCIA R39K 1W,36,$6438,2025-03-27 00:00:00,2025-04-01 00:00:00,5,2025-03-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2794,2536,SENSOR DE TEMPERATURA LM35DZ,30,$6438,2025-03-27 00:00:00,2025-04-01 00:00:00,5,2025-03-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2794,2536,TRANSISTOR NPN,28,$6438,2025-03-27 00:00:00,2025-04-01 00:00:00,5,2025-03-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2794,2536,TRIAC 500V 4A BT 136-500D,54,$6438,2025-03-27 00:00:00,2025-04-01 00:00:00,5,2025-03-27 00:00:00,-5,Cumplio
AG ELECTRONICA,2794,2536,TRIAC POTENCIA 40 AMP,20,$6438,2025-03-27 00:00:00,2025-04-01 00:00:00,5,2025-03-27 00:00:00,-5,Cumplio
AG ELECTRONICA,3044,2795,MICA  P/TRANSISTOR TO-3P,15,$3047,2026-01-21 00:00:00,2026-01-26 00:00:00,5,2026-01-21 00:00:00,-5,Cumplio
AG ELECTRONICA,3044,2795,PUENTE RECTIFICADOR 800V,10,$3047,2026-01-21 00:00:00,2026-01-26 00:00:00,5,2026-01-21 00:00:00,-5,Cumplio
AG ELECTRONICA,3044,2795,SENSOR DE PRESION MPX 2010DP,2,$3047,2026-01-21 00:00:00,2026-01-26 00:00:00,5,2026-01-21 00:00:00,-5,Cumplio
AG ELECTRONICA,3044,2795,TRIAC POTENCIA 40 AMP,10,$3047,2026-01-21 00:00:00,2026-01-26 00:00:00,5,2026-01-21 00:00:00,-5,Cumplio
CARLOS IBAÑEZ,2550,2312,GEL ANTIBACTERIAL (GARRAFON),20,$1624,2024-07-17 00:00:00,2024-07-22 00:00:00,5,2024-07-18 00:00:00,-4,Cumplio
"CYBERMATICS, SA DE CV",2536,2291,RACOR PASAMURO AC-PPM08B-A,62,$2044,2024-07-04 00:00:00,2024-07-09 00:00:00,5,2024-07-08 00:00:00,-1,Cumplio
"CYBERMATICS, SA DE CV",2536,2291,RACOR RAPIDO ROSCADO 1/8-6,27,$2044,2024-07-04 00:00:00,2024-07-09 00:00:00,5,2024-07-08 00:00:00,-1,Cumplio
"CYBERMATICS, SA DE CV",2536,2291,REGULADOR DE CAUDAL METALICO 1/8-6,10,$2044,2024-07-04 00:00:00,2024-07-09 00:00:00,5,2024-07-08 00:00:00,-1,Cumplio
"CYBERMATICS, SA DE CV",2536,2291,UNION T 8MM,38,$2044,2024-07-04 00:00:00,2024-07-09 00:00:00,5,2024-07-08 00:00:00,-1,Cumplio
CYBERPUERTA SA DE CV,2332,2100,"IMPRESORA XEROX B310 USB-WIFI, ETHERNET",11,$58927,2024-02-15 00:00:00,2024-02-20 00:00:00,5,2024-02-16 00:00:00,-4,Cumplio
CYBERPUERTA SA DE CV,2332,2100,"IMPRESORA XEROX B310 USB-WIFI, ETHERNET",11,$58927,2024-02-15 00:00:00,2024-02-20 00:00:00,5,2024-02-19 00:00:00,-1,Cumplio
CYBERPUERTA SA DE CV,2332,2100,"MONITOR ACTECK CAPTIVE VIVID SP240 LED IPS 23.8"", FULL HD, 75HZ",9,$58927,2024-02-15 00:00:00,2024-02-20 00:00:00,5,2024-02-16 00:00:00,-4,Cumplio
CYBERPUERTA SA DE CV,2332,2100,"MONITOR ACTECK CAPTIVE VIVID SP240 LED IPS 23.8"", FULL HD, 75HZ",12,$58927,2024-02-15 00:00:00,2024-02-20 00:00:00,5,2024-02-19 00:00:00,-1,Cumplio
CYBERPUERTA SA DE CV,2401,2170,DISCO ESTADO SOLIDO SSD 480GB SATA 3.0 A400PCLAP,4,$2033,2024-04-04 00:00:00,2024-04-09 00:00:00,5,2024-04-04 00:00:00,-5,Cumplio
CYBERPUERTA SA DE CV,2406,2171,DISCO ESTADO SOLIDO SSD 480GB SATA 3.0 A400PCLAP,7,$2640,2024-04-04 00:00:00,2024-04-09 00:00:00,5,2024-04-04 00:00:00,-5,Cumplio
CYBERPUERTA SA DE CV,2406,2171,MEMORIA RAM 8GB SODIMM DDR3 1600 MZ 1.35V,3,$2640,2024-04-04 00:00:00,2024-04-09 00:00:00,5,2024-04-04 00:00:00,-5,Cumplio
CYBERPUERTA SA DE CV,2410,2172,"DISCO DURO INTERNO WESTERN DIGITAL WD RED PLUS 3.5"", 8TB, SATA III, 6GBIT/S",1,$2948,2024-04-04 00:00:00,2024-04-09 00:00:00,5,2024-04-05 00:00:00,-4,Cumplio
CYBERPUERTA SA DE CV,2490,2246,COMPUTADORA  DELL I5,5,$92278,2024-05-29 00:00:00,2024-06-03 00:00:00,5,2024-05-30 00:00:00,-4,Cumplio
CYBERPUERTA SA DE CV,2490,2246,"MONITOR DELL E2020H LCD 19.5"" HD",5,$92278,2024-05-29 00:00:00,2024-06-03 00:00:00,5,2024-05-31 00:00:00,-3,Cumplio
CYBERPUERTA SA DE CV,2490,2246,SCANNER HP SCANJET PRO 2000,2,$92278,2024-05-29 00:00:00,2024-06-03 00:00:00,5,2024-05-30 00:00:00,-4,Cumplio
CYBERPUERTA SA DE CV,2492,2248,COMPUTADORA  DELL I5,7,$27587,2024-05-30 00:00:00,2024-06-04 00:00:00,5,2024-06-03 00:00:00,-1,Cumplio
CYBERPUERTA SA DE CV,2586,2340,LECTOR DE HUELLA DACTILAR U.ARE.U 4500,5,$10887,2024-08-09 00:00:00,2024-08-14 00:00:00,5,2024-08-12 00:00:00,-2,Cumplio
CYBERPUERTA SA DE CV,2586,2340,"MONITOR LG 24MR400-B LCD 24""",2,$10887,2024-08-09 00:00:00,2024-08-14 00:00:00,5,2024-08-12 00:00:00,-2,Cumplio
CYBERPUERTA SA DE CV,2657,2414,COMPUTADORA HP PRO SFF 400 G9 INTEL I5,4,$145340,2024-10-03 00:00:00,2024-10-08 00:00:00,5,2024-10-03 00:00:00,-5,Cumplio
CYBERPUERTA SA DE CV,2657,2414,COMPUTADORA HP PRO SFF 400 G9 INTEL I5,6,$145340,2024-10-03 00:00:00,2024-10-08 00:00:00,5,2024-10-04 00:00:00,-4,Cumplio
CYBERPUERTA SA DE CV,2657,2414,IMPRESORA HP LASERJET PRO,4,$145340,2024-10-03 00:00:00,2024-10-08 00:00:00,5,2024-10-04 00:00:00,-4,Cumplio
CYBERPUERTA SA DE CV,2657,2414,"MONITOR ACTECK 933858 LED 21.5"", FULL HD, 75HZ, HDMI, NEGRO",6,$145340,2024-10-03 00:00:00,2024-10-08 00:00:00,5,2024-10-07 00:00:00,-1,Cumplio
CYBERPUERTA SA DE CV,2662,2415,"LAPTOP LENOVO IDEAPAD SLIM3 15IAN8 15.6"" FULL HD, INTEL CORE I3-N305",1,$7679,2024-10-03 00:00:00,2024-10-08 00:00:00,5,2024-10-07 00:00:00,-1,Cumplio
CYBERPUERTA SA DE CV,2663,2410,"BOBINA DE FILAMENTO PETG, 1.75MM 1KG, AMARILLO",1,$485,2024-10-03 00:00:00,2024-10-08 00:00:00,5,2024-10-11 00:00:00,3,Retraso
CYBERPUERTA SA DE CV,2813,2558,IMPRESORA HP LASERJET PRO,2,$9969,2025-04-07 00:00:00,2025-04-12 00:00:00,5,2025-04-07 00:00:00,-5,Cumplio
CYBERPUERTA SA DE CV,2854,2600,COMP. DELL OPTIPLEX 7020 SFF I5 12500 8G 512GB SSD,2,$29858,2025-05-13 00:00:00,2025-05-18 00:00:00,5,2025-05-19 00:00:00,1,Retraso
CYBERPUERTA SA DE CV,2854,2600,"MONITOR ACTECK CAPTIVE VIVID SP240 LED IPS 23.8"", FULL HD, 75HZ",2,$29858,2025-05-13 00:00:00,2025-05-18 00:00:00,5,2025-05-14 00:00:00,-4,Cumplio
CYBERPUERTA SA DE CV,2861,2604,CABLE DE PODER ATX 24-PIN,58,$1534,2025-05-15 00:00:00,2025-05-20 00:00:00,5,2025-05-19 00:00:00,-1,Cumplio
CYBERPUERTA SA DE CV,2908,2655,"DISCO DURO PARA NAS WESTERN DIGITAL WD RED PLUS 3.5"". 4TB,SATA III, 6 GBIT",2,$4678,2025-07-23 00:00:00,2025-07-28 00:00:00,5,2025-07-24 00:00:00,-4,Cumplio
CYBERPUERTA SA DE CV,2912,2660,"LAPTOP HP 14-DQ0532LA 14"" 1366X768 HD, INTEL CELERON N4120",1,$4894,2025-07-29 00:00:00,2025-08-03 00:00:00,5,2025-08-05 00:00:00,2,Retraso
CYBERPUERTA SA DE CV,2918,2664,"MONITOR ACTECK CAPTIVE BRITE CB240 LED 23.8"", 1920X1080 FULL HD",1,$1643,2025-08-01 00:00:00,2025-08-06 00:00:00,5,2025-08-06 00:00:00,0,Cumplio
CYBERPUERTA SA DE CV,2934,2678,"MONITOR ACTECK CAPTIVE BRITE CB240 LED 23.8"", 1920X1080 FULL HD",1,$1633,2025-08-14 00:00:00,2025-08-19 00:00:00,5,2025-08-14 00:00:00,-5,Cumplio
CYBERPUERTA SA DE CV,2935,2676,IMPRESORA HP LASERJET PRO,2,$9422,2025-08-14 00:00:00,2025-08-19 00:00:00,5,2025-08-14 00:00:00,-5,Cumplio
