Reporte,Estado,Centro,Calificación,Fecha Reporte,Atendido,Fecha_Limite_Pago,Fecha Pago,Tiempo hasta pago,Deuda,Pagos,Total,Estado Pago,Fecha Factura,Fecha_Limite_Facturacion,Estatus Facturacion,Dias de Facturación,Falla
38162,30,121,Especiales,2024-07-16 00:00:00,2000-01-01 00:00:00,2000-01-31 00:00:00,2024-07-31 00:00:00,15,$0.00,$813172.68,$813172.68,✔ Pagado,2025-01-28 00:00:00,2024-08-07 00:00:00,⚠ Facturado Fuera de Tiempo,181, LINEA DE GASOLINA Y DINO AZTEC
38296,30,121,Especiales,2024-07-29 00:00:00,2000-01-01 00:00:00,2000-01-31 00:00:00,2024-07-31 00:00:00,2,$0.00,$522000.00,$522000,✔ Pagado,2025-01-28 00:00:00,2024-08-07 00:00:00,⚠ Facturado Fuera de Tiempo,181,DINAMOMETRO AZTEC
40647,37,129,Especiales,2025-02-04 00:00:00,2025-02-06 00:00:00,2025-03-08 00:00:00,2025-06-23 00:00:00,137,$0.00,$5800.00,$5800,❌ Pago Con Atraso,2025-12-08 00:00:00,2025-06-30 00:00:00,⚠ Facturado Fuera de Tiempo,168,CALIBRACION DINAMICA  LINEAS 3 Y 4 JUEVES 6 FEB 9.30
40688,37,129,Especiales,2025-02-07 00:00:00,2025-02-13 00:00:00,2025-03-15 00:00:00,2025-06-23 00:00:00,130,$0.00,$6960.00,$6960,❌ Pago Con Atraso,2025-12-08 00:00:00,2025-06-30 00:00:00,⚠ Facturado Fuera de Tiempo,168,VARIACION EN LAS REVOLUCIONES
42288,37,129,Especiales,2025-06-24 00:00:00,2025-06-26 00:00:00,2025-07-26 00:00:00,2025-06-23 00:00:00,'-3,$0.00,$5800.00,$5800,✔ Pagado,2025-12-08 00:00:00,2025-06-30 00:00:00,⚠ Facturado Fuera de Tiempo,168,APOYO A LABORATORIO PARA CALIBRACION DINAMICA LINEAS 1 Y 2 26/6/25 10:00 AM
35899,9,85,Regulares,2024-02-01 00:00:00,2024-02-29 00:00:00,2024-03-30 00:00:00,2024-04-18 00:00:00,49,$0.00,$30537.00,$30537,❌ Pago Con Atraso,2024-09-23 00:00:00,2024-04-25 00:00:00,⚠ Facturado Fuera de Tiempo,158,MANTENIMIENTO PREVENTIVO -4 LINEAS
39602,30,1,Regulares,2024-11-04 00:00:00,2024-11-05 00:00:00,2024-12-05 00:00:00,2024-08-27 00:00:00,'-70,$0.00,$3480.00,$3480,✔ Pagado,2025-01-29 00:00:00,2024-09-03 00:00:00,⚠ Facturado Fuera de Tiempo,155,RECHAZOS POR LAMBDA V-URG-01
37912,30,120,Especiales,2024-06-27 00:00:00,2000-01-01 00:00:00,2000-01-31 00:00:00,2024-08-29 00:00:00,63,$0.00,$625000.00,$625000,❌ Pago Con Atraso,2025-01-29 00:00:00,2024-09-05 00:00:00,⚠ Facturado Fuera de Tiempo,153,ANTICIPO DE EQUIPO DE VERIFICACION
37822,30,110,Especiales,2024-06-19 00:00:00,2000-01-01 00:00:00,2000-01-31 00:00:00,2024-08-29 00:00:00,71,$0.00,$476908.98,$476908.98,❌ Pago Con Atraso,2025-01-28 00:00:00,2024-09-05 00:00:00,⚠ Facturado Fuera de Tiempo,152,"VENTA DE LINEA DE VERIFICACION, COMPUTO,LINEA DIESEL DUAL,VIDEO,AFORO"
38869,30,119,Especiales,2024-09-05 00:00:00,2000-01-01 00:00:00,2000-01-31 00:00:00,2024-09-05 00:00:00,0,$0.00,$625000.00,$625000,✔ Pagado,2025-01-30 00:00:00,2024-09-12 00:00:00,⚠ Facturado Fuera de Tiempo,147,"VENTA DE LINEA GASOLINA, DIESEL DUAL, COMPUTO, AFORO, VIDEO"
35890,9,39,Regulares,2024-02-01 00:00:00,2024-02-27 00:00:00,2024-03-28 00:00:00,2024-04-30 00:00:00,63,$0.00,$31905.80,$31905.8,❌ Pago Con Atraso,2024-09-23 00:00:00,2024-05-07 00:00:00,⚠ Facturado Fuera de Tiempo,146,MANTENIMIENTO PREVENTIVO -4 LINEAS
42240,13,5,Regulares,2025-06-19 00:00:00,2025-06-24 00:00:00,2025-07-24 00:00:00,2025-02-12 00:00:00,'-132,$0.00,$3480.00,$3480,✔ Pagado,2025-07-08 00:00:00,2025-02-19 00:00:00,⚠ Facturado Fuera de Tiempo,146, RECHAZOS  POR LAMBDA Y OXÍGENO
37622,15,409,Regulares,2024-06-03 00:00:00,2024-07-24 00:00:00,2024-08-23 00:00:00,2025-05-30 00:00:00,310,$0.00,$116.00,$116,❌ Pago Con Atraso,2025-10-13 00:00:00,2025-06-06 00:00:00,⚠ Facturado Fuera de Tiempo,136,REFACCIONES - 1 PLACA DE IDENTIFICACION GPE
38996,30,119,Especiales,2024-09-19 00:00:00,2000-01-01 00:00:00,2000-01-31 00:00:00,2024-09-18 00:00:00,'-1,$0.00,$8000.00,$8000,✔ Pagado,2025-01-30 00:00:00,2024-09-25 00:00:00,⚠ Facturado Fuera de Tiempo,134,VIATICOS DE ENTREGA DEL EQUIPO
37403,17,1720,Regulares,2024-05-21 00:00:00,2024-07-02 00:00:00,2024-08-01 00:00:00,2024-05-21 00:00:00,'-42,$0.00,$32275.84,$32275.84,✔ Pagado,2024-09-20 00:00:00,2024-05-28 00:00:00,⚠ Facturado Fuera de Tiempo,122,"REFACCIONES - 4 CELDAS NOX, 4 SENSORES OXIGENO"
37100,9,83,Regulares,2024-04-29 00:00:00,2024-05-15 00:00:00,2024-06-14 00:00:00,2024-05-28 00:00:00,13,$0.00,$1160.00,$1160,✔ Pagado,2024-09-23 00:00:00,2024-06-04 00:00:00,⚠ Facturado Fuera de Tiempo,118,REVISION DE COMUNICACION DE TRANSDUCTOR
37599,17,1716,Regulares,2024-06-01 00:00:00,2024-06-06 00:00:00,2024-07-06 00:00:00,2024-04-04 00:00:00,'-63,$0.00,$20738.20,$20738.2,✔ Pagado,2024-07-29 00:00:00,2024-04-11 00:00:00,⚠ Facturado Fuera de Tiempo,116,MANTENIMIENTO PREVENTIVO -4 LINEAS
37996,17,1716,Regulares,2024-07-01 00:00:00,2024-07-15 00:00:00,2024-08-14 00:00:00,2024-04-04 00:00:00,'-102,$0.00,$20738.20,$20738.2,✔ Pagado,2024-07-29 00:00:00,2024-04-11 00:00:00,⚠ Facturado Fuera de Tiempo,116,MANTENIMIENTO PREVENTIVO -4 LINEAS
38447,30,122,Especiales,2024-08-06 00:00:00,2000-01-01 00:00:00,2000-01-31 00:00:00,2024-10-14 00:00:00,69,$0.00,$625000.00,$625000,❌ Pago Con Atraso,2025-01-29 00:00:00,2024-10-21 00:00:00,⚠ Facturado Fuera de Tiempo,107,"VENTA DE LINEA DE GASOLINA, DIESEL, COMPUTO, AFORO, VIDEO"
36427,15,850,Rodrigo Vega,2024-03-05 00:00:00,2024-03-05 00:00:00,2024-04-04 00:00:00,2024-07-25 00:00:00,142,$0.00,$435.00,$435,❌ Pago Con Atraso,2024-11-08 00:00:00,2024-08-01 00:00:00,⚠ Facturado Fuera de Tiempo,106,REFACCIONES - 1 CONECTOR P/PUERTO DE COMPROBACION DE FUGAS
38217,15,850,Rodrigo Vega,2024-07-20 00:00:00,2024-07-22 00:00:00,2024-08-21 00:00:00,2024-07-25 00:00:00,3,$0.00,$588.12,$588.12,✔ Pagado,2024-11-08 00:00:00,2024-08-01 00:00:00,⚠ Facturado Fuera de Tiempo,106,NO APRUEBA FUGAS
38226,15,850,Rodrigo Vega,2024-07-22 00:00:00,2024-07-27 00:00:00,2024-08-26 00:00:00,2024-07-25 00:00:00,'-2,$0.00,$696.00,$696,✔ Pagado,2024-11-08 00:00:00,2024-08-01 00:00:00,⚠ Facturado Fuera de Tiempo,106,CONECTOR DE CABLE SERIAL DEL OPACIMETRO DAÑADO (DB9)
38669,15,856,Regulares,2024-08-27 00:00:00,2024-08-29 00:00:00,2024-09-28 00:00:00,2024-10-03 00:00:00,35,$0.00,$1160.00,$1160,❌ Pago Con Atraso,2025-01-15 00:00:00,2024-10-10 00:00:00,⚠ Facturado Fuera de Tiempo,104,SOLICITA SOPORTE POR VISITA DE SMA
37405,17,1722,Regulares,2024-05-21 00:00:00,2024-07-02 00:00:00,2024-08-01 00:00:00,2024-05-21 00:00:00,'-42,$0.00,$16137.92,$16137.92,✔ Pagado,2024-08-30 00:00:00,2024-05-28 00:00:00,⚠ Facturado Fuera de Tiempo,101,"REFACCIONES - 2 CELDAS NOX, 2 SENSORES OXIGENO"
37303,30,20,Regulares,2024-05-13 00:00:00,2024-05-16 00:00:00,2024-06-15 00:00:00,2024-05-16 00:00:00,0,$0.00,$2900.00,$2900,✔ Pagado,2024-08-20 00:00:00,2024-05-23 00:00:00,⚠ Facturado Fuera de Tiempo,96,REVISION DE SISTEMA -  V-020-COA/01
37737,15,847,Rodrigo Vega,2024-06-12 00:00:00,2024-07-01 00:00:00,2024-07-31 00:00:00,2024-06-13 00:00:00,'-18,$0.00,$17400.00,$17400,✔ Pagado,2024-09-12 00:00:00,2024-06-20 00:00:00,⚠ Facturado Fuera de Tiempo,91,REFACCIONES - 10 VASOS PORTAFILTROS C/BASE
42010,15,806,Regulares,2025-06-02 00:00:00,2025-06-03 00:00:00,2025-07-03 00:00:00,2025-03-11 00:00:00,'-84,$0.00,$22900.35,$22900.35,✔ Pagado,2025-06-10 00:00:00,2025-03-18 00:00:00,⚠ Facturado Fuera de Tiempo,91,MANTENIMIENTO PREVENTIVO -4 LINEAS
37077,15,821,Rodrigo Vega,2024-04-25 00:00:00,2024-05-02 00:00:00,2024-06-01 00:00:00,2024-05-22 00:00:00,20,$0.00,$580.00,$580,✔ Pagado,2024-08-19 00:00:00,2024-05-29 00:00:00,⚠ Facturado Fuera de Tiempo,89,REFACCIONES - 1 EXTENSION ACTIVA USB 10 M
40234,9,44,Regulares,2025-01-06 00:00:00,2025-01-17 00:00:00,2025-02-16 00:00:00,2025-03-07 00:00:00,49,$0.00,$25818.22,$25818.22,❌ Pago Con Atraso,2025-06-04 00:00:00,2025-03-14 00:00:00,⚠ Facturado Fuera de Tiempo,89,MANTENIMIENTO PREVENTIVO -3 LINEAS
44228,37,129,Especiales,2025-12-16 00:00:00,2025-12-18 00:00:00,2026-01-17 00:00:00,2025-10-17 00:00:00,'-62,$0.00,$6960.00,$6960,✔ Pagado,2026-01-09 00:00:00,2025-10-24 00:00:00,⚠ Facturado Fuera de Tiempo,84,CALIBRACION DINAMICA Y DIMENSIONAL LINEAS 1 Y 2  - JUEVES 18 DE DIC 9:30
39982,9,85,Regulares,2024-12-04 00:00:00,2024-12-05 00:00:00,2025-01-04 00:00:00,2024-12-05 00:00:00,0,$0.00,$6960.00,$6960,✔ Pagado,2025-02-25 00:00:00,2024-12-12 00:00:00,⚠ Facturado Fuera de Tiempo,82,REVISION DE GAS DE MEDIA Y BAJA FUERA DE TOLERANCIAS POSTERIOR A VISITA DE DGIVA
39576,30,47,Regulares,2024-11-04 00:00:00,2024-11-11 00:00:00,2024-12-11 00:00:00,2024-11-08 00:00:00,'-3,$0.00,$6960.00,$6960,✔ Pagado,2025-01-27 00:00:00,2024-11-15 00:00:00,⚠ Facturado Fuera de Tiempo,80,V-047/A-ACA SERVICIO DE CONFIGURACION DE PROGRAMA DE VERIFICACION
41652,9,44,Regulares,2025-05-01 00:00:00,2025-05-10 00:00:00,2025-06-09 00:00:00,2025-11-14 00:00:00,188,$0.00,$25947.99,$25947.99,❌ Pago Con Atraso,2001-01-01 00:00:00,2025-11-21 00:00:00,❌ No Facturado (Fuera de Tiempo),77,MANTENIMIENTO PREVENTIVO -3 LINEAS
43258,37,129,Especiales,2025-09-11 00:00:00,2025-09-12 00:00:00,2025-10-12 00:00:00,2025-09-24 00:00:00,12,$0.00,$21729.12,$21729.12,✔ Pagado,2025-12-08 00:00:00,2025-10-01 00:00:00,⚠ Facturado Fuera de Tiempo,75,REFACCIONES - 2 SENSORES DE OXIGENO Y 2 CELDAS DE NOX
39714,30,47,Regulares,2024-11-14 00:00:00,2024-11-27 00:00:00,2024-12-27 00:00:00,2024-11-16 00:00:00,'-11,$0.00,$580.00,$580,✔ Pagado,2025-01-29 00:00:00,2024-11-23 00:00:00,⚠ Facturado Fuera de Tiempo,74,V-047/A-ACA - NOX VARIABLE
38003,9,67,Especiales,2024-07-01 00:00:00,2024-07-01 00:00:00,2024-07-31 00:00:00,2025-07-30 00:00:00,394,$0.00,$2320.00,$2320,❌ Pago Con Atraso,2025-10-10 00:00:00,2025-08-06 00:00:00,⚠ Facturado Fuera de Tiempo,72,REFACCIONES - 1 PINZA INDUCTIVA
36015,9,10,Regulares,2024-02-06 00:00:00,2024-02-23 00:00:00,2024-03-24 00:00:00,2024-01-16 00:00:00,'-38,$0.00,$6960.00,$6960,✔ Pagado,2024-03-27 00:00:00,2024-01-23 00:00:00,⚠ Facturado Fuera de Tiempo,71,HC FUERA DE RANGO
37677,15,820,Rodrigo Vega,2024-06-06 00:00:00,2024-08-21 00:00:00,2024-09-20 00:00:00,2024-06-13 00:00:00,'-69,$0.00,$1392.00,$1392,✔ Pagado,2024-08-23 00:00:00,2024-06-20 00:00:00,⚠ Facturado Fuera de Tiempo,71,REFACCIONES - 4 PLACAS DE IDENTIFICACION PARA GPE
43950,15,849,Rodrigo Vega,2025-11-13 00:00:00,2025-11-20 00:00:00,2025-12-20 00:00:00,2025-11-20 00:00:00,0,$0.00,$754.00,$754,✔ Pagado,2001-01-01 00:00:00,2025-11-27 00:00:00,❌ No Facturado (Fuera de Tiempo),71,REFACCIONES - 1 PISTOLA P/ESCAPE OPACIMETRO
41106,30,32,Regulares,2025-03-11 00:00:00,2025-03-13 00:00:00,2025-04-12 00:00:00,2025-03-13 00:00:00,0,$0.00,$2146.00,$2146,✔ Pagado,2025-05-21 00:00:00,2025-03-20 00:00:00,⚠ Facturado Fuera de Tiempo,69,LA ANTIGUA - ACTUALIZACION DE TABLA MAESTRA
37831,30,113,Especiales,2024-06-20 00:00:00,2000-01-01 00:00:00,2000-01-31 00:00:00,2024-11-21 00:00:00,154,$0.00,$582152.45,$582152.45,❌ Pago Con Atraso,2025-01-28 00:00:00,2024-11-28 00:00:00,⚠ Facturado Fuera de Tiempo,68,"VENTA DE EQUIPO, GASOLINA, COMPUTO, VIDEO,AFORO"
39726,30,47,Regulares,2024-11-15 00:00:00,2024-11-20 00:00:00,2024-12-20 00:00:00,2024-11-16 00:00:00,'-4,$0.00,$9280.00,$9280,✔ Pagado,2025-01-22 00:00:00,2024-11-23 00:00:00,⚠ Facturado Fuera de Tiempo,67,REFACCIONES - 1 CELDA DE NOX  V-047/A-ACA
41571,15,848,Rodrigo Vega,2025-04-22 00:00:00,2025-04-23 00:00:00,2025-05-23 00:00:00,2025-03-12 00:00:00,'-42,$0.00,$2362.80,$2362.8,✔ Pagado,2025-05-15 00:00:00,2025-03-19 00:00:00,⚠ Facturado Fuera de Tiempo,64,SE ESCUCHA UN RUIDO AL HACER LA RUTINA DE LIMPIEZA
41688,15,868,Rodrigo Vega,2025-05-01 00:00:00,2025-05-29 00:00:00,2025-06-28 00:00:00,2025-03-12 00:00:00,'-78,$0.00,$31176.91,$31176.91,✔ Pagado,2025-05-15 00:00:00,2025-03-19 00:00:00,⚠ Facturado Fuera de Tiempo,64,MANTENIMIENTO PREVENTIVO -5 LINEAS
40066,17,1717,Regulares,2024-12-12 00:00:00,2025-02-18 00:00:00,2025-03-20 00:00:00,2024-12-16 00:00:00,'-64,$0.00,$31088.00,$31088,✔ Pagado,2025-02-17 00:00:00,2024-12-23 00:00:00,⚠ Facturado Fuera de Tiempo,63,REFACCIONES - 4 CELDAS DE NOX
40068,17,1719,Regulares,2024-12-12 00:00:00,2025-02-18 00:00:00,2025-03-20 00:00:00,2024-12-16 00:00:00,'-64,$0.00,$15544.00,$15544,✔ Pagado,2025-02-17 00:00:00,2024-12-23 00:00:00,⚠ Facturado Fuera de Tiempo,63,REFACCIONES - 2 CELDAS DE NOX
40069,17,1720,Regulares,2024-12-12 00:00:00,2025-02-18 00:00:00,2025-03-20 00:00:00,2024-12-16 00:00:00,'-64,$0.00,$38860.00,$38860,✔ Pagado,2025-02-17 00:00:00,2024-12-23 00:00:00,⚠ Facturado Fuera de Tiempo,63,REFACCIONES - 5 CELDAS DE NOX
40070,17,1721,Regulares,2024-12-12 00:00:00,2025-02-18 00:00:00,2025-03-20 00:00:00,2024-12-16 00:00:00,'-64,$0.00,$15544.00,$15544,✔ Pagado,2025-02-17 00:00:00,2024-12-23 00:00:00,⚠ Facturado Fuera de Tiempo,63,REFACCIONES - 2 CELDAS DE NOX
40071,17,1722,Regulares,2024-12-12 00:00:00,2025-02-18 00:00:00,2025-03-20 00:00:00,2024-12-16 00:00:00,'-64,$0.00,$15544.00,$15544,✔ Pagado,2025-02-17 00:00:00,2024-12-23 00:00:00,⚠ Facturado Fuera de Tiempo,63,REFACCIONES - 2 CELDAS DE NOX
37284,15,823,Rodrigo Vega,2024-05-10 00:00:00,2024-05-13 00:00:00,2024-06-12 00:00:00,2024-03-29 00:00:00,'-45,$0.00,$1160.00,$1160,✔ Pagado,2024-05-30 00:00:00,2024-04-05 00:00:00,⚠ Facturado Fuera de Tiempo,62,RECHAZOS POR OXIGENO FUERA DE RANGO
40441,15,850,Rodrigo Vega,2025-01-20 00:00:00,2025-01-20 00:00:00,2025-02-19 00:00:00,2025-02-20 00:00:00,31,$0.00,$1276.00,$1276,✔ Pagado,2025-04-23 00:00:00,2025-02-27 00:00:00,⚠ Facturado Fuera de Tiempo,62,REVISION DE DOS TACOMETROS DE RPMS
44286,9,105,Especiales,2025-12-23 00:00:00,2025-12-29 00:00:00,2026-01-28 00:00:00,2025-10-31 00:00:00,'-59,$0.00,$2900.00,$2900,✔ Pagado,2025-12-30 00:00:00,2025-11-07 00:00:00,⚠ Facturado Fuera de Tiempo,60,NOX FUERA DE RANGO (CELDA PPC)
37772,9,53,MAC´s,2024-06-14 00:00:00,2024-08-22 00:00:00,2024-09-21 00:00:00,2024-06-17 00:00:00,'-66,$0.00,$7076.00,$7076,✔ Pagado,2024-08-15 00:00:00,2024-06-24 00:00:00,⚠ Facturado Fuera de Tiempo,59,REFACCIONES - 1 MANIFOLD COMPLETO Y 4 DIAFRAGMAS
40883,35,312,Regulares,2025-02-25 00:00:00,2025-03-04 00:00:00,2025-04-03 00:00:00,2025-02-28 00:00:00,'-4,$0.00,$2900.00,$2900,✔ Pagado,2025-04-25 00:00:00,2025-03-07 00:00:00,⚠ Facturado Fuera de Tiempo,56,CALIBRACION DINAMICA - VIERNES 28 FEB 10:00
43405,30,119,Especiales,2025-09-30 00:00:00,2025-10-15 00:00:00,2025-11-14 00:00:00,2025-10-09 00:00:00,'-6,$0.00,$4779.69,$4779.69,✔ Pagado,2025-12-04 00:00:00,2025-10-16 00:00:00,⚠ Facturado Fuera de Tiempo,56,V-SAT-01 REVISION DE MODULO EN LABORATORIO
38155,13,5,Regulares,2024-07-15 00:00:00,2024-08-17 00:00:00,2024-09-16 00:00:00,2024-07-30 00:00:00,'-18,$0.00,$6496.00,$6496,✔ Pagado,2024-09-23 00:00:00,2024-08-06 00:00:00,⚠ Facturado Fuera de Tiempo,55,NOX FUERA DE RANGO
43874,37,129,Especiales,2025-11-07 00:00:00,2025-11-07 00:00:00,2025-12-07 00:00:00,2025-10-17 00:00:00,'-21,$0.00,$2088.00,$2088,✔ Pagado,2025-12-08 00:00:00,2025-10-24 00:00:00,⚠ Facturado Fuera de Tiempo,52,REFACCIONES - 2 SENSOR OBDII
43888,37,129,Especiales,2025-11-10 00:00:00,2025-11-11 00:00:00,2025-12-11 00:00:00,2025-10-17 00:00:00,'-25,$0.00,$116.00,$116,✔ Pagado,2025-12-08 00:00:00,2025-10-24 00:00:00,⚠ Facturado Fuera de Tiempo,52,OPACIMETRO NO COMUNICA
37404,17,1721,Regulares,2024-05-21 00:00:00,2024-07-02 00:00:00,2024-08-01 00:00:00,2024-05-22 00:00:00,'-41,$0.00,$16137.92,$16137.92,✔ Pagado,2024-07-11 00:00:00,2024-05-29 00:00:00,⚠ Facturado Fuera de Tiempo,50,"REFACCIONES - 2 CELDAS NOX, 2 SENSORES OXIGENO"
44331,9,44,Regulares,2026-01-02 00:00:00,2026-01-26 00:00:00,2026-02-25 00:00:00,2025-12-08 00:00:00,'-49,$0.00,$27079.86,$27079.86,✔ Pagado,2026-01-27 00:00:00,2025-12-15 00:00:00,⚠ Facturado Fuera de Tiempo,50,MANTENIMIENTO PREVENTIVO -3 LINEAS
41040,30,105,Especiales,2025-03-05 00:00:00,2025-03-10 00:00:00,2025-04-09 00:00:00,2025-02-06 00:00:00,'-32,$0.00,$4060.00,$4060,✔ Pagado,2025-03-27 00:00:00,2025-02-13 00:00:00,⚠ Facturado Fuera de Tiempo,49,APOYO A CALIBRACION DINAMICA 7/3/25 12 PM
41355,30,32,Regulares,2025-04-02 00:00:00,2025-04-03 00:00:00,2025-05-03 00:00:00,2025-04-02 00:00:00,'-1,$0.00,$754.00,$754,✔ Pagado,2025-05-21 00:00:00,2025-04-09 00:00:00,⚠ Facturado Fuera de Tiempo,49,V-032-ANT - REFACCIONES - 1 CONVERTIDOR USB A SERIAL
37424,1,3,Especiales,2024-05-22 00:00:00,2000-01-01 00:00:00,2000-01-31 00:00:00,2025-03-11 00:00:00,293,$0.00,$523765.23,$523765.23,❌ Pago Con Atraso,2025-04-28 00:00:00,2025-03-18 00:00:00,⚠ Facturado Fuera de Tiempo,48,EQUIPO DE VERIFICACION DE GASOLINA Y CENTRO DE COMPUTO
39624,1,5,Especiales,2024-11-06 00:00:00,2000-01-01 00:00:00,2000-01-31 00:00:00,2025-03-11 00:00:00,125,$0.00,$315574.17,$315574.17,❌ Pago Con Atraso,2025-04-28 00:00:00,2025-03-18 00:00:00,⚠ Facturado Fuera de Tiempo,48,VENTA DE LINEA DE GASOLINA Y CENTRO DE COMPUTO
42417,30,24,Regulares,2025-07-01 00:00:00,2025-07-01 00:00:00,2025-07-31 00:00:00,2025-07-01 00:00:00,0,$0.00,$3480.00,$3480,✔ Pagado,2025-08-18 00:00:00,2025-07-08 00:00:00,⚠ Facturado Fuera de Tiempo,48,SISTEMA - RENOVACION DE LICENCIA DE PROGRAMA DE VERIFICACION V-024/B-XAL
37355,15,828,Rodrigo Vega,2024-05-17 00:00:00,2024-05-17 00:00:00,2024-06-16 00:00:00,2024-06-13 00:00:00,27,$0.00,$1177.40,$1177.4,✔ Pagado,2024-07-30 00:00:00,2024-06-20 00:00:00,⚠ Facturado Fuera de Tiempo,47,NO COMUNICA MODULO DE SEGURIDAD
37402,17,1719,Regulares,2024-05-21 00:00:00,2024-07-02 00:00:00,2024-08-01 00:00:00,2024-05-21 00:00:00,'-42,$0.00,$16137.92,$16137.92,✔ Pagado,2024-07-04 00:00:00,2024-05-28 00:00:00,⚠ Facturado Fuera de Tiempo,44,"REFACCIONES - 2 CELDAS NOX, 2 SENSORES OXIGENO"
38560,9,67,Especiales,2024-08-15 00:00:00,2024-08-15 00:00:00,2024-09-14 00:00:00,2025-08-29 00:00:00,379,$0.00,$3016.00,$3016,❌ Pago Con Atraso,2025-10-10 00:00:00,2025-09-05 00:00:00,⚠ Facturado Fuera de Tiempo,42,REFACCIONES - 1 SENSOR OBDII
38701,15,827,Rodrigo Vega,2024-08-29 00:00:00,2024-10-17 00:00:00,2024-11-16 00:00:00,2024-09-26 00:00:00,'-21,$0.00,$6832.56,$6832.56,✔ Pagado,2024-11-07 00:00:00,2024-10-03 00:00:00,⚠ Facturado Fuera de Tiempo,42,MANTENIMIENTO MAYOR A MSM (PROGRAMAR A PARTIR DE SEPT)
36326,9,65,65,2024-03-01 00:00:00,2024-03-19 00:00:00,2024-04-18 00:00:00,2025-01-09 00:00:00,296,$0.00,$31905.80,$31905.8,❌ Pago Con Atraso,2025-02-19 00:00:00,2025-01-16 00:00:00,⚠ Facturado Fuera de Tiempo,41,MANTENIMIENTO PREVENTIVO -4 LINEAS
40582,13,1,Regulares,2025-02-04 00:00:00,2025-02-10 00:00:00,2025-03-12 00:00:00,2025-01-14 00:00:00,'-27,$0.00,$24908.12,$24908.12,✔ Pagado,2025-02-24 00:00:00,2025-01-21 00:00:00,⚠ Facturado Fuera de Tiempo,41,MANTENIMIENTO PREVENTIVO -4 LINEAS
42184,30,47,Regulares,2025-06-12 00:00:00,2025-07-18 00:00:00,2025-08-17 00:00:00,2025-06-14 00:00:00,'-34,$0.00,$7598.00,$7598,✔ Pagado,2025-07-25 00:00:00,2025-06-21 00:00:00,⚠ Facturado Fuera de Tiempo,41,A-ACA - 1 TACOMETRO DE RPMS Y 1 SONDA DE TEMPERATURA
42920,15,847,Rodrigo Vega,2025-08-15 00:00:00,2025-08-26 00:00:00,2025-09-25 00:00:00,2025-08-09 00:00:00,'-17,$0.00,$1045.75,$1045.75,✔ Pagado,2025-09-19 00:00:00,2025-08-16 00:00:00,⚠ Facturado Fuera de Tiempo,41,REFACCIONES - 1 OBDII
37505,15,820,Rodrigo Vega,2024-05-29 00:00:00,2024-05-30 00:00:00,2024-06-29 00:00:00,2024-06-13 00:00:00,14,$0.00,$3282.80,$3282.8,✔ Pagado,2024-07-23 00:00:00,2024-06-20 00:00:00,⚠ Facturado Fuera de Tiempo,40,"REFACCIONES - 1 VACUUM SWITCH, 2 DIAFRAGMAS DE BOMBA, 4 CONECTORES, 1 VALVULA SOLENOIDE"
42504,22,30,Regulares,2025-07-08 00:00:00,2025-07-08 00:00:00,2025-08-07 00:00:00,2025-07-08 00:00:00,0,$0.00,$3480.00,$3480,✔ Pagado,2025-08-15 00:00:00,2025-07-15 00:00:00,⚠ Facturado Fuera de Tiempo,38,SOPORTE REMOTO - NO ABRE LA MAG
41280,9,11,Regulares,2025-04-01 00:00:00,2025-04-09 00:00:00,2025-05-09 00:00:00,2025-03-24 00:00:00,'-16,$0.00,$27314.28,$27314.28,✔ Pagado,2025-04-29 00:00:00,2025-03-31 00:00:00,⚠ Facturado Fuera de Tiempo,36,MANTENIMIENTO PREVENTIVO -3 LINEAS
42757,9,83,Regulares,2025-08-01 00:00:00,2025-08-01 00:00:00,2025-08-31 00:00:00,2025-08-27 00:00:00,26,$0.00,$232.00,$232,✔ Pagado,2025-10-02 00:00:00,2025-09-03 00:00:00,⚠ Facturado Fuera de Tiempo,36,MAS DE 15 LECTURAS EN EL ULTIMO MINUTO
37354,15,828,Rodrigo Vega,2024-05-17 00:00:00,2024-05-17 00:00:00,2024-06-16 00:00:00,2024-05-13 00:00:00,'-4,$0.00,$1740.00,$1740,✔ Pagado,2024-06-17 00:00:00,2024-05-20 00:00:00,⚠ Facturado Fuera de Tiempo,35,NO FUNCIONA SENSOR DE PUERTA TRASERA
37479,15,829,Rodrigo Vega,2024-05-27 00:00:00,2024-06-21 00:00:00,2024-07-21 00:00:00,2024-05-13 00:00:00,'-39,$0.00,$17400.00,$17400,✔ Pagado,2024-06-17 00:00:00,2024-05-20 00:00:00,⚠ Facturado Fuera de Tiempo,35,REFACCIONES - 10 VASOS PORTAFILTROS C/BASE
37481,15,831,Rodrigo Vega,2024-05-27 00:00:00,2024-07-02 00:00:00,2024-08-01 00:00:00,2024-05-13 00:00:00,'-50,$0.00,$17400.00,$17400,✔ Pagado,2024-06-17 00:00:00,2024-05-20 00:00:00,⚠ Facturado Fuera de Tiempo,35,REFACCIONES - 10 VASOS PORTAFILTROS C/BASE
37565,15,409,Regulares,2024-06-01 00:00:00,2024-06-24 00:00:00,2024-07-24 00:00:00,2024-06-19 00:00:00,'-5,$0.00,$5904.02,$5904.02,✔ Pagado,2024-07-24 00:00:00,2024-06-26 00:00:00,⚠ Facturado Fuera de Tiempo,35,MANTENIMIENTO PREVENTIVO -1 LINEAS
